market,sector,symbol,symbol_name,description,link_website,one_report_link,last_updated_at
SET,ENERG,SUPER,บริษัท ซุปเปอร์ เอนเนอร์ยี คอร์เปอเรชั่น จำกัด (มหาชน),"บริษัทประกอบธุรกิจด้านการปฏิบัติการดูแลบำรุงรักษาโรงไฟฟ้าพลังงานทดแทน และการถือหุ้นในบริษัทย่อย และ/หรือบริษัทร่วม (Holding Company) ที่ประกอบธุรกิจผลิตและจัดจำหน่ายกระแสไฟฟ้าจากพลังงานทดแทน, ธุรกิจการผลิตและจำหน่ายน้ำเพื่อการอุปโภคบริโภค และธุรกิจเทคโนโลยีสารสนเทศและการสื่อสาร",http://www.supercorp.co.th/,https://weblink.set.or.th/dat/f56/0833ONE310320261650440295T.zip,2026-05-13T13:12:12
SET,ENERG,SUPEREIF,กองทุนรวมโครงสร้างพื้นฐานโรงไฟฟ้า ซุปเปอร์ เอนเนอร์ยี,ลงทุนในสิทธิในรายได้สุทธิของโรงไฟฟ้าพลังงานแสงอาทิตย์ของบริษัท 17 อัญญวีร์ โฮลดิ้ง จำกัด (17AYH) และบริษัท เฮลท์ แพลนเน็ท เมเนจเม้นท์ (ประเทศไทย) จำกัด (HPM) ซึ่งเป็นบริษัทย่อยของ บริษัท ซุปเปอร์ เอนเนอร์ยี คอร์เปอเรชั่น จำกัด (มหาชน) (SUPER) โดยระยะเวลาการลงทุนในสิทธิในรายได้สุทธิประมาณ 22 ปี (วันสิ้นสุดสัญญาโอนสิทธิรายได้สุทธิคือวันที่ 26 ธันวาคม 2584),http://www.supereif.com/,https://weblink.set.or.th/dat/annual/1511ANN300320261702460244T.zip,2026-05-13T13:12:36
SET,ENERG,SUSCO,บริษัท ซัสโก้ จำกัด (มหาชน),บริษัทฯ และบริษัทย่อย ได้มุ่งเน้นการจำหน่ายน้ำมันเชื้อเพลิงผ่านสถานีบริการน้ำมันภายใต้เครื่องหมายการค้าของบริษัทฯ และจำหน่ายสู่ภาคอุตสาหกรรมต่างๆ เช่น อุตสาหกรรมการบิน การผลิตไฟฟ้า การก่อสร้าง การขนส่งและบริการ ทั้งที่เป็นผู้ใช้โดยตรงและแก่ผู้ค้าน้ำมันรายอื่นที่ซื้อน้ำมันไปจำหน่ายแก่ผู้บริโภคอีกทอดหนึ่ง ซึ่งรวมการจำหน่ายให้ผู้ค้าน้ำมันในประเทศเพื่อนบ้านด้วย,http://www.susco.co.th/,https://weblink.set.or.th/dat/f56/0202E1N170420261700150241T.zip,2026-05-13T13:10:50
SET,PETRO,SUTHA,บริษัท สุธากัญจน์ จำกัด (มหาชน),ประกอบธุรกิจผลิตและจำหน่ายสินค้าเคมีภัณฑ์ประเภทปูนขาว แคลเซียมคาร์บอเนต และจำหน่ายสินค้า/บริการอื่น รวมทั้งให้บริการจำหน่าย และติดตั้งเครื่องจักรและอุปกรณ์การผลิตปูนขาว,http://www.goldenlime.co.th/,https://weblink.set.or.th/dat/f56/1162E1N300320261723320115T.zip,2026-05-13T13:10:51
SET,ETRON,SVI,บริษัท เอสวีไอ จำกัด (มหาชน),บริษัทประกอบธุรกิจให้บริการแบบครบวงจรในการประกอบผลิตภัณฑ์ประเภทวงจรไฟฟ้า และผลิตภัณฑ์อิเล็กทรอนิกส์สำเร็จรูป (Electronics Manufacturing Service?EMS) ให้แก่ลูกค้าที่เป็นเจ้าของผลิตภัณฑ์ต้นแบบ (Original Equipment Manufacturer: OEM) และลูกค้าที่เป็นผู้รับจ้างออกแบบผลิตภัณฑ์ (Design House) โดยบริษัทฯ เริ่มดำเนินงานจากการรับจ้างประกอบแผงวงจรไฟฟ้าอิเล็กทรอนิกส์ ต่อมาเมื่อมีความเชี่ยวชาญมากขึ้นจึงได้ปรับเปลี่ยนกลยุทธ์ เป็นการมุ่งเน้นด้านการผลิตผลิตภัณฑ์อิเล็กทรอนิกส์สำเร็จรูป (Turnkey Box-Build) และการผลิตผลิตภัณฑ์สำเร็จรูปประเภทงานระบบ (System-Build),http://www.svi.co.th/,https://weblink.set.or.th/dat/f56/0152E1N250320261713120725T.zip,2026-05-13T13:10:17
SET,ICT,SVOA,บริษัท เอสวีโอเอ จำกัด (มหาชน),ผู้แทนจำหน่ายคอมพิวเตอร์ทั้งฮาร์ดแวร์และซอฟท์แวร์ทั้งที่นำเข้าจากต่างประเทศและมีฐานการผลิตของตนเองภายใต้ชื่อทางการค้า SVOA รวมถึงการส่งออกผลิตภัณฑ์ไปในหลายประเทศ นอกจากนี้ยังเป็นที่ปรึกษาวางระบบคอมพิวเตอร์เครือข่ายขนาดใหญ่ (Mainframe) จัดหาผลิตภัณฑ์คอมพิวเตอร์-อุปกรณ์เสริม ให้กับหน่วยงานราชการ องค์กรธุรกิจ และสถาบันการศึกษาต่างๆ,http://www.svoa.co.th/,https://weblink.set.or.th/dat/f56/0365ONE170320261115340016T.zip,2026-05-13T13:12:06
mai,PROPCON,SVR,บริษัท สิวารมณ์ เรียลเอสเตท จำกัด (มหาชน),พัฒนาอสังหาริมทรัพย์แนวราบเพื่อจำหน่าย ได้แก่ บ้านเดี่ยว บ้านแฝด ทาวน์เฮาส์ และอาคารพาณิชย์,http://www.sivarom.co.th/,https://weblink.set.or.th/dat/f56/1746ONE270320261101330025T.zip,2026-05-13T13:10:37
SET,COMM,SVT,บริษัท ซันเวนดิ้ง เทคโนโลยี จำกัด (มหาชน),"จำหน่ายสินค้าผ่านเครื่องจำหน่ายสินค้าอัตโนมัติ ภายใต้เครื่องหมายการค้า ""SUNVENDING """,http://www.sunvending.co.th/,https://weblink.set.or.th/dat/f56/1656E1N260320261808480312T.zip,2026-05-13T13:10:44
mai,INDUS,SWC,บริษัท เชอร์วู้ด คอร์ปอเรชั่น (ประเทศไทย) จำกัด (มหาชน),ผลิตและจำหน่ายสินค้าของใช้ในบ้านเรือน สินค้าอุตสาหกรรม และอาหารและเครื่องดื่ม,http://www.sherwood.co.th/,https://weblink.set.or.th/dat/f56/0801ONE310320261027510228T.zip,2026-05-13T13:12:50
SET,ICT,SYMC,บริษัท ซิมโฟนี่ คอมมูนิเคชั่น จำกัด (มหาชน),ให้บริการโครงข่ายเพื่อการสื่อสารและเชื่อมต่อข้อมูล (Network Connectivity) ผ่านระบบโครงข่ายเคเบิลใยแก้วนำแสงความเร็วสูงทั้งบนดินและใต้น้ำ รวมถึงบริการเทคโนโลยีดิจิทัลอื่น ๆ อาทิ บริการคลาวด์ (Cloud) บริการบริหารจัดการความปลอดภัยของระบบเทคโนโลยีสารสนเทศ (Managed Security Services) บริการศูนย์จัดเก็บข้อมูล (Data Center),http://www.symphony.net.th/,https://weblink.set.or.th/dat/f56/1044ONE250320262037380478T.zip,2026-05-13T13:12:28
SET,ICT,SYNEX,บริษัท ซินเน็ค (ประเทศไทย) จำกัด (มหาชน),จัดจำหน่ายคอมพิวเตอร์ อุปกรณ์ต่อพ่วงคอมพิวเตอร์ ซอฟท์แวร์ ระบบสารสนเทศ และวัสดุสิ้นเปลืองที่ใช้กับคอมพิวเตอร์ โดยบริษัทฯ เป็นผู้แทนจำหน่ายสินค้าจากผู้ผลิตชั้นนำระดับโลก และมีฐานลูกค้าที่เป็นผู้ประกอบการคอมพิวเตอร์ทั้งที่เป็นร้านค้าปลีกและค้าส่งทั่วประเทศ ผู้ผลิตคอมพิวเตอร์ภายใต้เครื่องหมายการค้าของตัวเอง รวมถึงห้างสรรพสินค้า ห้างค้าปลีกขนาดใหญ่ และร้านอุปกรณ์ เครื่องเขียน,http://www.synnex.co.th/,https://weblink.set.or.th/dat/f56/0981E1N270320261939520769T.zip,2026-05-13T13:12:52
SET,CONS,SYNTEC,บริษัท ซินเท็ค คอนสตรัคชั่น จำกัด (มหาชน),รับเหมาก่อสร้าง ให้บริการรับงานทั้งหน่วยงานราชการ และเอกชน โดยให้บริการตั้งแต่งานวางฐานราก จนกระทั่งก่อสร้างอาคารเสร็จสมบูรณ์ในลักษณะที่เรียกว่า บริการจุดเดียวเบ็ดเสร็จ,http://www.synteccon.com/,https://weblink.set.or.th/dat/f56/0357E1N310320261837070571T.zip,2026-05-13T13:11:01
mai,AGRO,TACC,บริษัท ที.เอ.ซี. คอนซูเมอร์ จำกัด (มหาชน),"TACC ประกอบธุรกิจจัดหา ผลิต และจำหน่ายเครื่องดื่มประเภทชาและกาแฟ และสินค้าไลฟสไตล์ โดยแบ่งกลุ่มผลิตภัณฑ์ของบริษัทได้ 2 กลุ่ม ดังนี้ 1) กลุ่มผลิตภัณฑ์ที่ร่วมพัฒนากับพันธมิตรทางธุรกิจ ได้แก่ เครื่องดื่มในโถกดในร้าน 7-Eleven, เครื่องดื่มปรุงสำเร็จชนิดผงที่จัดจำหน่ายให้กับร้าน All Cafe ในร้าน 7-Eleven และผลิตภัณฑ์ที่ร่วมพัฒนาเพื่อจำหน่ายเป็นครั้งคราวหรือตามฤดูกาล, เครื่องกดเครื่องดื่มร้อนแบบอัตโนมัติ 2) กลุ่มผลิตภัณฑ์ที่จำหน่ายภายใต้ตราสินค้าของบริษัท ได้แก่ เครื่องดื่มปรุงสำเร็จชนิดผงตรา ""ณ อรุณ"" (Na-Arun), ธุรกิจคาแรคเตอร์ และไซรัปผลไม้ ตรา ทรีว่า (TRIVA)",http://www.tacconsumer.com/,https://weblink.set.or.th/dat/f56/1296E1N120320262024220513T.zip,2026-05-13T13:11:07
SET,ENERG,TAE,บริษัท ไทย อะโกร เอ็นเนอร์ยี่ จำกัด (มหาชน),บริษัทประกอบธุรกิจผลิตและจำหน่ายเอทานอลแปลงสภาพ เพื่อใช้เป็นเชื้อเพลิง,http://www.thaiagroenergy.com/,https://weblink.set.or.th/dat/f56/1181E1N260320261614060505T.zip,2026-05-13T13:10:31
mai,RESOURC,TAKUNI,บริษัท ทาคูนิ กรุ๊ป จำกัด (มหาชน),กลุ่มบริษัททาคูนิ ดำเนินธุรกิจค้าก๊าซปิโตรเลียมเหลว และธุรกิจที่เกี่ยวเนื่องกับพลังงานสะอาด โดยแบ่งกลุ่มธุรกิจเป็น 5 กลุ่ม คือ คือ 1. ธุรกิจจัดหา/จัดจำหน่ายก๊าซปิโตรเลียมเหลว 2. ธุรกิจขนส่งทางบก 3. ธุรกิจบริการทดสอบและตรวจสอบด้านความปลอดภัยทางวิศวกรรม 4. ธุรกิจรับเหมาก่อสร้าง 5. ธุรกิจยานยนต์ไฟฟ้า,http://www.takunigroup.com/,https://weblink.set.or.th/dat/f56/1194E1N310320261828250232T.zip,2026-05-13T13:12:19
SET,COMM,TAN,บริษัท ธนจิรา รีเทล คอร์ปอเรชั่น จำกัด (มหาชน),ค้าปลีกสินค้าไลฟ์สไตล์และแฟชั่น สินค้าบอดี้แคร์ สกินแคร์ สปา เครื่องหอม บริการสปา และ จำหน่ายอาหารและเครื่องดื่ม,http://www.tanachira.co.th/,https://weblink.set.or.th/dat/f56/1847E1N310320261042380134T.zip,2026-05-13T13:10:48
mai,PROPCON,TAPAC,บริษัท ทาพาโก้ จำกัด (มหาชน),ผลิตชิ้นส่วนพลาสติกสำหรับเครื่องใช้ไฟฟ้าและอิเลคทรอนิคส์ โดยมีบริษัทย่อย ทาพาโก้ โมลด์ จำกัด ผลิตแม่พิมพ์ฉีดพลาสติก ซึ่งเป็นธุรกิจที่เกี่ยวเนื่องกัน นอกจากนี้ ได้มีการขยายการลงทุนไปในธุรกิจก่อสร้างและอสังหาริมทรัพย์ในประเทศสวีเดน นอกจากนี้ ยังได้ขยายธุรกิจไปยังธุรกิจค้าปลีกเครื่องสำอางและลงทุนในบริษัทอื่นผ่านบริษัทย่อยอีกด้วย,http://www.tapaco.com/,https://weblink.set.or.th/dat/f56/0813ONE240420241522180175T.zip,2026-05-13T13:10:55
SET,CONMAT,TASCO,บริษัท ทิปโก้แอสฟัลท์ จำกัด (มหาชน),"บริษัท ทิปโก้แอสฟัลท์ จำกัด (มหาชน) (""บริษัทฯ"") ได้ก่อตั้งขึ้น ตั้งแต่ ปี 2522 ปัจจุบันบริษัทฯ บริษัทย่อย กิจการร่วมค้า และ บริษัทร่วม (""กลุ่มบริษัทฯ"") เป็นผู้นำในการผลิตและจำหน่ายผลิตภัณฑ์ยางมะตอยสำหรับนำไปใช้ในการก่อสร้างถนน และซ่อมบำรุงผิวการจราจร ทางยกระดับ ผิวทางวิ่งขึ้นลง ของสนามบิน ทั้งในประเทศไทยและภูมิภาคเอเชียแปซิฟิค กลุ่มบริษัทฯ ยังได้ส่งออกผลิตภัณฑ์ไปยังผู้นำเข้าและผู้รับเหมาก่อสร้างและซ่อมบำรุงถนนในประเทศในแถบเอเชียตะวันออกเฉียงใต้และโอเชียเนีย",http://www.tipcoasphalt.com/,https://weblink.set.or.th/dat/f56/0219E1N100320261830260882T.zip,2026-05-13T13:13:08
mai,INDUS,TATG,บริษัท ไทย ออโต ทูลส์ แอนด์ ดาย จำกัด (มหาชน),ออกแบบและผลิตเครื่องมือสำหรับอุตสาหกรรมรถยนต์ (Tooling) ครอบคุลมถึงการออกแบบและผลิตแม่พิมพ์สำหรับการปั๊มขึ้นรูปโลหะ (Stamping Dies) อุปกรณ์จับยึดเพื่อการตรวจสอบ (Checking Fixtures) และอุปกรณ์จับยึดเพื่อการประกอบ (Assembly Jigs) และผลิตชิ้นส่วนรถยนต์แบบปั๊มขึ้นรูปโลหะ (Automotive Press Parts),http://www.thaiautotools.co.th/,https://weblink.set.or.th/dat/f56/1852E1N190320261245100427T.zip,2026-05-13T13:12:49
mai,TECH,TBN,บริษัท ทีบีเอ็น คอร์ปอเรชั่น จำกัด (มหาชน),"เป็นผู้ให้บริการออกแบบและพัฒนาระบบดิจิทัลอัจฉริยะครบวงจร (Intelligent Digital Solutions Provider) โดยให้คำปรึกษาด้านการทรานส์ฟอร์เมชันทางดิจิทัล (Digital Transformation Consulting) และพัฒนาโซลูชันตามความต้องการของลูกค้า โดยใช้เทคโนโลยี AI-Assisted Mendix Low-Code เป็นหลัก นอกจากนี้ บริษัทยังมีโซลูชัน AI ต่าง ๆ เช่น Generative AI, AI Communications Platform และระบบติดตามและจัดเก็บหนี้ (Debt Collection Systems) ตลอดจนโซลูชันด้านความมั่นคงปลอดภัยทางไซเบอร์ (Cybersecurity)",http://www.tbn.co.th/,https://weblink.set.or.th/dat/f56/1759E1N250320262017010973T.zip,2026-05-13T13:13:07
SET,FOOD,TC,บริษัท ทรอปิคอลแคนนิ่ง (ประเทศไทย) จำกัด (มหาชน),ผลิตและส่งออกอาหารทะเลบรรจุกระป๋องและซอง แบ่งเป็น 3 กลุ่ม คือ1)กลุ่มผลิตภัณฑ์ปลาทูน่าบรรจุกระป๋องและบรรจุซอง (Regular Tuna Products) มีผลิตภัณฑ์หลักคือ ปลาทูน่าในน้ำแร่ ปลาทูน่าในน้ำเกลือ ปลาทูน่าในน้ำมัน2)กลุ่มผลิตภัณฑ์แปรรูปพร้อมทานบรรจุกระป๋องและบรรจุซอง (Ready-To-Serve Products) มีผลิตภัณฑ์หลักคือ ปลาซาร์ดีนในซอสมะเขือเทศ ปลาแมคเคอเรลในซอสมะเขือเทศ ปลาทูน่าแปรรูปพร้อมทาน ปลาแซลมอนแปรรูปพร้อมทาน3) กลุ่มอาหารสัตว์เลี้ยงบรรจุกระป๋องและบรรจุซอง (Pet Food) มีผลิตภัณฑ์หลักคือ อาหารสัตว์เลี้ยงจากวัตถุดิบปลาซาร์ดีน ปลาทูน่า สัตว์ปีก และ เครื่องในสัตว์,http://www.tropical.co.th/,https://weblink.set.or.th/dat/f56/0178ONE230320261002080100T.zip,2026-05-13T13:11:13
SET,BANK,TCAP,บริษัท ทุนธนชาต จำกัด (มหาชน),บริษัทฯ ดำเนินธุรกิจลงทุนและเป็นบริษัทแม่ (Holding Company) ของกลุ่มธนชาต ที่ดำเนินธุรกิจทางการเงินที่หลากหลาย ประกอบด้วยธุรกิจเช่าซื้อ ธุรกิจประกันภัย/ประกันชีวิต ธุรกิจหลักทรัพย์ ธุรกิจการให้สินเชื่อที่มีหลักประกัน ธุรกิจบริหารสินทรัพย์ด้อยคุณภาพ และธุรกิจการลงทุน,http://www.thanachart.co.th/,https://weblink.set.or.th/dat/f56/0083ONE240320261417300671T.zip,2026-05-13T13:11:20
SET,ENERG,TCC,บริษัท ไทย แคปปิตอล คอร์ปอเรชั่น จำกัด (มหาชน),ประกอบธุรกิจด้านการลงทุนโดยการถือหุ้นและเข้าไปบริหารงานในบริษัทต่างๆ (Holding Company),http://www.thaicapital.co.th/,https://weblink.set.or.th/dat/f56/0226ONE310320261949580505T.zip,2026-05-13T13:10:44
SET,IMM,TCJ,บริษัท ที.ซี.เจ.เอเซีย จำกัด (มหาชน),1.นำเข้า ส่งออก จำหน่าย เครื่องจักรกลที่ใช้ในงานก่อสร้าง รถยกหรือยานยนต์อุตสาหกรรมเพื่อการจัดการคลังสินค้า เครนติดหลังรถบรรทุก 2.นำเข้า ส่งออก แปรรูป จำหน่ายและติดตั้ง สินค้าประเภทเหล็กกล้าไร้สนิม ประเภท ท่อแบน แผ่น เพลา อุปกรณ์และเหล็กรูปพรรณ,http://www.tcjasia.com/,https://weblink.set.or.th/dat/f56/0542ONE230320261014570323T.zip,2026-05-13T13:12:34
SET,HOME,TCMC,บริษัท ทีซีเอ็ม คอร์ปอเรชั่น จำกัด (มหาชน),"เป็นบริษัทผู้ถือหุ้นแบบผสม ดำเนินการ 3 ธุรกิจหลัก ดังต่อไปนี้ 1. TCM Surface: เป็นผู้ผลิตและจัดจำหน่ายพรมและวัสดุตกแต่งพื้นผิวต่างๆ ภายใต้แบรนด์ Royal Thai, Carpets Inter, RT Acoustic และ RT Studio ทั้งในประเทศและต่างประเทศ 2. TCM Living: ลงทุนในบริษัทที่เป็นผู้ผลิตและจัดจำหน่ายเฟอร์นิเจอร์หุ้มบุในประเทศอังกฤษ โดยเฉพาะโซฟาและโซฟาปรับนอนได้ โดยใช้เครื่องหมายการค้า Alstons3. TCM Automotive: ลงทุนในบริษัทที่เป็นผู้ผลิตและจัดจำหน่ายสิ่งทอ พรม และวัสดุหุ้มบุในรถโดยสาร ทั้งขนาดเล็กและขนาดใหญ่",http://www.tcm-corporation.com/,https://weblink.set.or.th/dat/f56/0036E1N270320261702250022T.zip,2026-05-13T13:11:01
SET,PKG,TCOAT,บริษัท อุตสาหกรรมผ้าเคลือบพลาสติกไทย จำกัด (มหาชน),ผลิตและจำหน่ายกระสอบพลาสติกสาน ลูกค้าส่วนใหญ่ของบริษัทเป็นอุตสาหกรรมผลิตน้ำตาล ปุ๋ย และข้าวทั้งในประเทศและต่างประเทศ,,https://weblink.set.or.th/dat/f56/0401ONE310320260954090515T.zip,2026-05-13T13:11:08
SET,ETRON,TEAM,บริษัท ทีมพรีซิชั่น จำกัด (มหาชน),ผลิตและประกอบแผงวงจรไฟฟ้าอิเล็กทรอนิกส์,http://www.teampcba.com/,https://weblink.set.or.th/dat/f56/0640E1N260320261726140359T.zip,2026-05-13T13:13:23
SET,CONS,TEAMG,บริษัท ทีม คอนซัลติ้ง เอนจิเนียริ่ง แอนด์ แมเนจเมนท์ จำกัด (มหาชน),ดำเนินธุรกิจที่ปรึกษาด้านวิศวกรรมและสิ่งแวดล้อมแบบครบวงจรตั้งแต่การศึกษา ออกแบบ จัดทำรายงาน บริหารโครงการ ควบคุมงานก่อสร้าง และการก่อสร้างโครงการ รวมถึงการจัดทำรายงานประเมินผลกระทบด้านสิ่งแวดล้อม,http://www.teamgroup.co.th/,https://weblink.set.or.th/dat/f56/1439E1N260320261715010130T.zip,2026-05-13T13:13:05
SET,AGRI,TEGH,บริษัท ไทยอีสเทิร์น กรุ๊ป โฮลดิ้งส์ จำกัด (มหาชน),บริษัทประกอบธุรกิจโดยการถือหุ้นในบริษัทอื่น (Holding Company) โดยมีบริษัทย่อยที่ประกอบธุรกิจหลัก 3 ธุรกิจ ได้แก่ ยางธรรมชาติ น้ำมันปาล์มดิบ และพลังงานทดแทนและบริหารจัดการกากอินทรีย์,http://www.thaieasterngroup.com/,https://weblink.set.or.th/dat/f56/1716ONE310320262106110495T.zip,2026-05-13T13:13:24
SET,CONS,TEKA,บริษัท ฑีฆาก่อสร้าง จำกัด (มหาชน),รับเหมาก่อสร้าง โดยเป็นผู้รับเหมาหลักของโครงการ (Main Contractor) ซึ่งครอบคลุมงานตั้งแต่งานโครงสร้าง (Structure) งานสถาปัตยกรรม (Architecture) และงานระบบประกอบอาคาร (Mechanical & Electrical : M&E),https://www.tekacon.com/,https://weblink.set.or.th/dat/f56/1668E1N190320261745500335T.zip,2026-05-13T13:11:26
mai,TECH,TERA,บริษัท เทอร์ราไบท์ พลัส จำกัด (มหาชน),จัดจำหน่ายและให้บริการระบบโครงสร้างพื้นฐานด้านเทคโนโลยีสารสนเทศและการสื่อสาร (Information and Communication Technology: ICT) ความปลอดภัยทางไซเบอร์ ซอฟต์แวร์ระบบบริหารจัดการการขนส่งกระจายสินค้าและโลจิสติกส์ และบริการอื่นๆ ด้านไอที,https://www.terabyteplus.com/,https://weblink.set.or.th/dat/f56/1865E1N230320260815160824T.zip,2026-05-13T13:11:31
SET,TRANS,TFFIF,กองทุนรวมโครงสร้างพื้นฐานเพื่ออนาคตประเทศไทย,TFFIF ลงทุนในสิทธิที่จะได้รับรายได้ร้อยละ 45 ของรายได้ค่าผ่านทางรวมสุทธิที่จัดเก็บได้จากเส้นทางในปัจจุบันของทางพิเศษฉลองรัช และทางพิเศษบูรพาวิถี เป็นระยะเวลา 30 ปี นับจากวันที่ 29 ตุลาคม 2561 (วันโอนสิทธิตามสัญญาโอนและรับโอนสิทธิในรายได้),http://www.tffif.com/,https://weblink.set.or.th/dat/annual/1462ANN231220251221020708T.zip,2026-05-13T13:10:58
SET,FOOD,TFG,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),บริษัทประกอบธุรกิจหลักเกี่ยวกับการผลิตไก่และจำหน่ายไก่สด แช่เย็นและแช่แข็งและผลิตภัณฑ์แปรรูปจากไก่ ผลิตและจำหน่ายสุกร และผลิตและจำหน่ายอาหารสัตว์,http://www.tfg.co.th/,https://weblink.set.or.th/dat/f56/1202ONE310320261522170634T.zip,2026-05-13T13:12:52
SET,PKG,TFI,บริษัท ไทยฟิวเจอร์อินคอร์ปอเรชั่น จำกัด (มหาชน),"ดำเนินธุรกิจผลิตฟิลม์ประเภทบรรจุภัณฑ์ และการพิมพ์ ได้แก่ BOPP Film, Polyester Film, CPP Film และ Metallized Film เพื่อจำหน่ายภายในประเทศและส่งออกต่างประเทศ",http://www.thaifutureinc.com/,https://weblink.set.or.th/dat/f56/0175E1N160420260818170541T.zip,2026-05-13T13:11:14
SET,AGRI,TFM,บริษัท ไทยยูเนี่ยน ฟีดมิลล์ จำกัด (มหาชน),ผลิตและจำหน่ายอาหารสัตว์เศรษฐกิจ โดยมีผลิตภัณฑ์หลัก ได้แก่ อาหารกุ้ง อาหารปลา และอาหารสัตว์บก,http://www.thaiunionfeedmill.com/,https://weblink.set.or.th/dat/f56/1664E1N090320262128050032T.zip,2026-05-13T13:11:24
SET,FOOD,TFMAMA,บริษัท ไทยเพรซิเดนท์ฟูดส์ จำกัด (มหาชน),ธุรกิจหลักของบริษัทฯคือ ผลิตและจำหน่ายบะหมี่และอาหารกึ่งสำเร็จรูป ขนมปังกรอบ,http://www.mama.co.th/,https://weblink.set.or.th/dat/f56/1390ONE260320261235110980T.zip,2026-05-13T13:13:33
SET,ENERG,TGE,บริษัท ท่าฉาง กรีน เอ็นเนอร์ยี่ จำกัด (มหาชน),ประกอบธุรกิจผลิตและจำหน่ายกระแสไฟฟ้าจากพลังงานทดแทน โดยปัจจุบันประกอบธุรกิจใน 3 กลุ่มหลัก ดังนี้1) โรงไฟฟ้าชีวมวล2) โรงไฟฟ้าขยะชุมชน3) บริหารจัดการโรงไฟฟ้าจากก๊าซชีวภาพ,https://www.tge.co.th/,https://weblink.set.or.th/dat/f56/1708ONE310320261309170745T.zip,2026-05-13T13:13:24
SET,INSUR,TGH,บริษัท ไทยกรุ๊ป โฮลดิ้งส์ จำกัด (มหาชน),ประกอบธุรกิจถือหุ้นในบริษัทอื่น (Holding Company),https://www.tgh.co.th/,https://weblink.set.or.th/dat/f56/1500ONE300320261849130645T.zip,2026-05-13T13:13:37
SET,STEEL,TGPRO,บริษัท ไทย-เยอรมัน โปรดักส์ จำกัด (มหาชน),"บริษัทดำเนินธุรกิจโดยการผลิตและจำหน่ายท่อสเตนเลส ภายใต้เครื่องหมายการค้า TGPRO เพื่อใช้ในอุตสาหกรรมการผลิตทั่วไป เช่น อุตสาหกรรมน้ำตาล อาหาร ยาและเคมีภัณฑ์ โดยจะใช้ในส่วนของหม้อต้มน้ำ (BOILER), เครื่องแลกเปลี่ยนความร้อน (HEAT EXCHANGER) และเครื่องระเหย (EVAPORATOR) และใช้ในอุตสาหกรรมก่อสร้างในส่วนของการตบแต่งอาคารและเฟอร์นิเจอร์ ธุรกิจเกษตร และธุรกิจอาหาร เช่น เครื่องดื่ม เบเกอรี่ และร้านอาหารเน้นอาหารประเภทสเต็กระดับไฮเอนด์",http://www.tgpro.co.th/,https://weblink.set.or.th/dat/f56/0466E1N270320261918260679T.zip,2026-05-13T13:11:39
SET,FIN,TH,บริษัท ตงฮั้ว โฮลดิ้ง จำกัด (มหาชน),ประกอบธุรกิจเพื่อการลงทุน,http://www.thaizhonghua.com/,https://weblink.set.or.th/dat/f56/0236ONE090420260833400697T.zip,2026-05-13T13:11:43
SET,TRANS,THAI,บริษัท การบินไทย จำกัด (มหาชน),บริการขนส่งทางอากาศและกิจการอื่นที่เกี่ยวข้อง,http://www.thaiairways.com/,https://weblink.set.or.th/dat/f56/0245ONE310320261700160506T.zip,2026-05-13T13:11:10
mai,PROPCON,THANA,บริษัท ธนาสิริ กรุ๊ป จำกัด (มหาชน),พัฒนาอสังหาริมทรัพย์ประเภทบ้านจัดสรรพร้อมที่ดินเพื่อขาย เน้นการพัฒนาโครงการในเขตปริมณฑล และสำหรับบริษัทย่อย เน้นการพัฒนาโครงการในส่วนภูมิภาคที่มีการเติบโตทางเศรษฐกิจอย่างต่อเนื่อง โดยบริษัทจะพัฒนาโครงการในขนาดไม่ใหญ่มากนัก,http://www.thanasiri.com/,https://weblink.set.or.th/dat/f56/1025E1N300320261420420963T.zip,2026-05-13T13:13:07
SET,FIN,THANI,บริษัท ราชธานีลิสซิ่ง จำกัด (มหาชน),ให้บริการสินเชื่อเช่าซื้อและเช่าทางการเงินรถเพื่อการพาณิชย์ ยานพาหนะ และทรัพย์สินอื่น รวมถึงบริการที่เกี่ยวข้องแบบครบวงจร,http://www.ratchthani.com/,https://weblink.set.or.th/dat/f56/0697E1N190320261241110664T.zip,2026-05-13T13:11:26
SET,ICT,THCOM,บริษัท ไทยคม จำกัด (มหาชน),บริษัทประกอบธุรกิจในกลุ่มธุรกิจหลัก 4 กลุ่ม ได้แก่ 1. ธุรกิจดาวเทียมและบริการที่เกี่ยวเนื่อง 2. ธุรกิจอินเทอร์เน็ตและสื่อ 3. ธุรกิจโทรศัพท์ในต่างประเทศ 4. ธุรกิจร่วมทุนอื่น,http://www.thaicom.net/,https://weblink.set.or.th/dat/f56/0380ONE250220261146190840T.zip,2026-05-13T13:11:36
